user;gender;age;how_tall_in_meters;weight;body_mass_index;x1;y1;z1;x2;y2;z2;x3;y3;z3;x4;y4;z4;class
wallace;Man;31;1,71;83;28,4;-13;84;-131;-286;-296;-401;12;119;-77;-191;-82;-140;sittingdown
wallace;Man;31;1,71;83;28,4;-6;78;-153;-306;-303;-447;-7;110;-83;-213;-100;-164;sittingdown
wallace;Man;31;1,71;83;28,4;-12;89;-157;-293;-300;-409;-8;46;-78;-229;-78;-163;sittingdown
wallace;Man;31;1,71;83;28,4;-15;94;-156;-280;-293;-397;-10;-12;-83;-269;-53;-163;sittingdown
wallace;Man;31;1,71;83;28,4;-21;99;-152;-304;-336;-478;-14;-2;-84;-247;-82;-168;sittingdown
wallace;Man;31;1,71;83;28,4;-17;100;-118;-301;-371;-504;-9;113;-82;-230;-99;-128;sittingdown
wallace;Man;31;1,71;83;28,4;-6;106;-101;-302;-361;-495;-4;116;-90;-225;-101;-111;sittingdown
wallace;Man;31;1,71;83;28,4;-16;91;-115;-297;-358;-491;-8;121;-91;-218;-102;-107;sittingdown
wallace;Man;31;1,71;83;28,4;-15;73;-99;-272;-287;-389;-1;113;-88;-191;-97;-123;sittingdown
wallace;Man;31;1,71;83;28,4;-18;86;-105;-275;-289;-391;7;110;-79;-187;-95;-104;sittingdown
wallace;Man;31;1,71;83;28,4;-13;86;-93;-270;-285;-387;1;115;-85;-176;-86;-115;sittingdown
wallace;Man;31;1,71;83;28,4;-31;85;-129;-366;-382;-478;-1;117;-86;-176;-86;-120;sittingdown
wallace;Man;31;1,71;83;28,4;-14;92;-120;-278;-292;-395;22;119;-73;-200;-81;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-14;89;-122;-282;-294;-397;9;117;-75;-196;-80;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-9;87;-128;-281;-294;-397;6;115;-75;-200;-82;-145;sittingdown
wallace;Man;31;1,71;83;28,4;-10;96;-121;-282;-294;-396;6;117;-75;-197;-87;-145;sittingdown
wallace;Man;31;1,71;83;28,4;-13;78;-144;-314;-351;-498;2;117;-71;-207;-91;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-15;71;-144;-309;-298;-448;-3;107;-77;-207;-94;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-10;86;-155;-285;-297;-401;-3;113;-77;-207;-96;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-9;88;-164;-290;-299;-404;-5;59;-71;-222;-85;-170;sittingdown
wallace;Man;31;1,71;83;28,4;-18;100;-150;-301;-374;-515;-11;54;-87;-245;-84;-134;sittingdown
wallace;Man;31;1,71;83;28,4;-29;86;-146;-300;-366;-504;-15;110;-84;-229;-79;-149;sittingdown
wallace;Man;31;1,71;83;28,4;-50;64;-145;-301;-350;-486;-8;114;-85;-203;-89;-111;sittingdown
wallace;Man;31;1,71;83;28,4;-12;88;-106;-294;-348;-484;-2;112;-96;-197;-89;-113;sittingdown
wallace;Man;31;1,71;83;28,4;-18;84;-102;-299;-361;-493;1;117;-94;-181;-91;-115;sittingdown
wallace;Man;31;1,71;83;28,4;-19;79;-104;-293;-349;-484;-11;109;-92;-170;-101;-112;sittingdown
wallace;Man;31;1,71;83;28,4;-11;92;-102;-297;-362;-494;-1;112;-92;-171;-98;-117;sittingdown
wallace;Man;31;1,71;83;28,4;-23;76;-105;-301;-366;-498;-2;115;-88;-168;-98;-120;sittingdown
wallace;Man;31;1,71;83;28,4;-27;72;-117;-311;-318;-414;-7;112;-94;-177;-96;-134;sittingdown
wallace;Man;31;1,71;83;28,4;-24;79;-130;-373;-391;-489;-22;105;-114;-182;-95;-137;sittingdown
wallace;Man;31;1,71;83;28,4;-12;93;-119;-281;-293;-398;-5;113;-85;-207;-86;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-4;93;-119;-281;-291;-396;2;117;-79;-193;-83;-141;sittingdown
wallace;Man;31;1,71;83;28,4;-14;89;-126;-290;-298;-403;2;117;-78;-189;-82;-139;sittingdown
wallace;Man;31;1,71;83;28,4;-10;75;-136;-307;-301;-412;0;116;-73;-191;-93;-141;sittingdown
wallace;Man;31;1,71;83;28,4;-12;67;-150;-334;-322;-499;12;127;-84;-194;-106;-147;sittingdown
wallace;Man;31;1,71;83;28,4;-11;89;-165;-285;-80;-402;-8;115;-70;-206;-85;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-19;101;-147;-272;-287;-390;-12;112;-79;-210;-84;-162;sittingdown
wallace;Man;31;1,71;83;28,4;-13;112;-123;-271;-286;-388;-6;116;-80;-216;-72;-116;sittingdown
wallace;Man;31;1,71;83;28,4;-10;80;-113;-276;-289;-390;-6;114;-83;-199;-100;-99;sittingdown
wallace;Man;31;1,71;83;28,4;-1;86;-107;-269;-284;-385;-6;108;-80;-187;-93;-126;sittingdown
wallace;Man;31;1,71;83;28,4;-16;70;-100;-274;-288;-390;-4;112;-83;-180;-99;-128;sittingdown
wallace;Man;31;1,71;83;28,4;-16;87;-102;-275;-289;-390;-1;112;-85;-175;-99;-93;sittingdown
wallace;Man;31;1,71;83;28,4;-15;82;-99;-273;-288;-389;6;115;-86;-179;-87;-128;sittingdown
wallace;Man;31;1,71;83;28,4;-11;81;-98;-294;-308;-404;-3;118;-88;-186;-92;-139;sittingdown
wallace;Man;31;1,71;83;28,4;-25;79;-127;-390;-410;-516;-8;102;-114;-200;-98;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-12;92;-117;-281;-294;-398;0;114;-85;-206;-84;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-17;89;-123;-283;-294;-398;6;117;-77;-189;-81;-141;sittingdown
wallace;Man;31;1,71;83;28,4;-6;98;-115;-278;-293;-397;6;118;-78;-191;-80;-142;sittingdown
wallace;Man;31;1,71;83;28,4;-17;84;-128;-280;-293;-397;5;117;-77;-195;-82;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-16;61;-139;-281;-294;-398;4;117;-76;-196;-94;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-17;93;-144;-278;-291;-396;-13;116;-76;-208;-102;-160;sittingdown
wallace;Man;31;1,71;83;28,4;-15;91;-157;-271;-282;-387;-20;111;-75;-218;-83;-154;sittingdown
wallace;Man;31;1,71;83;28,4;-19;72;-152;-278;-292;-394;-10;113;-75;-223;-82;-161;sittingdown
wallace;Man;31;1,71;83;28,4;-16;80;-144;-277;-290;-392;-15;115;-74;-234;-83;-168;sittingdown
wallace;Man;31;1,71;83;28,4;-11;105;-152;-293;-282;-402;-20;108;-83;-227;-84;-145;sittingdown
wallace;Man;31;1,71;83;28,4;-16;99;-127;-295;-284;-401;-21;107;-78;-224;-60;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-11;91;-116;-288;-277;-387;-20;109;-86;-177;-78;-112;sittingdown
wallace;Man;31;1,71;83;28,4;-7;89;-113;-291;-278;-390;-13;106;-87;-169;-86;-123;sittingdown
wallace;Man;31;1,71;83;28,4;-20;74;-110;-295;-284;-395;-11;111;-80;-164;-100;-121;sittingdown
wallace;Man;31;1,71;83;28,4;-12;89;-104;-290;-280;-389;-13;110;-82;-165;-99;-127;sittingdown
wallace;Man;31;1,71;83;28,4;-19;80;-108;-295;-284;-407;-11;111;-78;-159;-98;-122;sittingdown
wallace;Man;31;1,71;83;28,4;-26;80;-132;-366;-379;-486;-9;111;-80;-158;-103;-125;sittingdown
wallace;Man;31;1,71;83;28,4;-19;87;-132;-366;-375;-482;2;115;-82;-216;-88;-143;sittingdown
wallace;Man;31;1,71;83;28,4;-14;92;-120;-285;-295;-400;1;114;-83;-220;-88;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-15;88;-128;-289;-297;-403;7;120;-79;-206;-83;-135;sittingdown
wallace;Man;31;1,71;83;28,4;-11;85;-142;-291;-300;-407;12;119;-73;-212;-90;-140;sittingdown
wallace;Man;31;1,71;83;28,4;-16;94;-148;-312;-304;-438;-3;102;-80;-217;-107;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-9;95;-159;-298;-294;-433;-7;114;-79;-223;-90;-155;sittingdown
wallace;Man;31;1,71;83;28,4;-25;77;-157;-284;-296;-402;-5;123;-70;-224;-91;-148;sittingdown
wallace;Man;31;1,71;83;28,4;-8;87;-153;-298;-281;-454;-16;-22;-76;-233;-91;-148;sittingdown
wallace;Man;31;1,71;83;28,4;-13;79;-141;-301;-286;-451;-12;112;-73;-231;-101;-145;sittingdown
wallace;Man;31;1,71;83;28,4;-10;118;-161;-279;-292;-394;-19;108;-78;-233;-101;-151;sittingdown
wallace;Man;31;1,71;83;28,4;-7;108;-142;-272;-287;-388;-17;109;-80;-256;-82;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-2;108;-124;-296;-281;-387;-10;7;-82;-205;-69;-99;sittingdown
wallace;Man;31;1,71;83;28,4;0;110;-107;-288;-276;-381;-10;112;-85;-206;-62;-118;sittingdown
wallace;Man;31;1,71;83;28,4;-16;66;-107;-294;-278;-383;-8;112;-88;-201;-74;-128;sittingdown
wallace;Man;31;1,71;83;28,4;-18;90;-111;-295;-280;-388;-11;109;-84;-195;-104;-149;sittingdown
wallace;Man;31;1,71;83;28,4;-19;87;-104;-289;-277;-385;-17;111;-85;-196;-60;-111;sittingdown
wallace;Man;31;1,71;83;28,4;-37;62;-124;-335;-343;-451;-8;110;-86;-200;-78;-129;sittingdown
wallace;Man;31;1,71;83;28,4;-25;85;-131;-349;-349;-440;-27;100;-109;-216;-99;-155;sittingdown
wallace;Man;31;1,71;83;28,4;-17;89;-119;-313;-310;-413;-4;112;-80;-192;-89;-148;sittingdown
wallace;Man;31;1,71;83;28,4;-19;86;-121;-290;-301;-403;-1;115;-77;-184;-84;-137;sittingdown
wallace;Man;31;1,71;83;28,4;-16;99;-118;-281;-295;-398;-1;115;-77;-186;-86;-136;sittingdown
wallace;Man;31;1,71;83;28,4;-18;84;-125;-287;-299;-401;0;115;-76;-184;-87;-138;sittingdown
wallace;Man;31;1,71;83;28,4;-19;82;-152;-286;-299;-401;-4;114;-68;-207;-84;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-17;85;-153;-288;-299;-401;-16;112;-69;-208;-96;-142;sittingdown
wallace;Man;31;1,71;83;28,4;-13;71;-152;-284;-296;-399;-14;112;-78;-215;-102;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-20;90;-160;-305;-294;-430;-17;7;-81;-213;-89;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-8;102;-154;-298;-284;-406;-20;-46;-85;-217;-61;-135;sittingdown
wallace;Man;31;1,71;83;28,4;-6;107;-149;-302;-286;-403;-19;-32;-83;-185;-69;-111;sittingdown
wallace;Man;31;1,71;83;28,4;-7;92;-124;-306;-304;-429;-18;109;-85;-173;-76;-117;sittingdown
wallace;Man;31;1,71;83;28,4;-9;80;-98;-296;-281;-385;-20;110;-91;-148;-107;-129;sittingdown
wallace;Man;31;1,71;83;28,4;-14;79;-102;-282;-285;-388;-10;115;-88;-128;-124;-125;sittingdown
wallace;Man;31;1,71;83;28,4;-12;80;-101;-273;-281;-383;-10;110;-90;-140;-131;-121;sittingdown
wallace;Man;31;1,71;83;28,4;-15;78;-101;-286;-284;-388;-8;110;-91;-133;-133;-119;sittingdown
wallace;Man;31;1,71;83;28,4;-22;76;-129;-363;-370;-469;-4;115;-85;-180;-81;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-15;92;-149;-285;-298;-401;-16;107;-77;-198;-95;-145;sittingdown
wallace;Man;31;1,71;83;28,4;-15;98;-162;-274;-285;-389;-22;6;-81;-202;-86;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-12;97;-151;-277;-291;-393;-25;-24;-84;-208;-66;-142;sittingdown
wallace;Man;31;1,71;83;28,4;-8;93;-136;-278;-292;-393;-25;6;-81;-175;-69;-123;sittingdown
wallace;Man;31;1,71;83;28,4;-7;102;-130;-277;-289;-390;-25;113;-86;-161;-87;-130;sittingdown
wallace;Man;31;1,71;83;28,4;-9;92;-111;-274;-289;-390;-23;10;-92;-160;-94;-134;sittingdown
wallace;Man;31;1,71;83;28,4;-15;79;-105;-277;-291;-392;-17;13;-88;-137;-99;-121;sittingdown
wallace;Man;31;1,71;83;28,4;-11;81;-101;-271;-284;-385;-26;107;-79;-142;-112;-124;sittingdown
wallace;Man;31;1,71;83;28,4;-15;80;-101;-289;-295;-396;-14;110;-87;-142;-120;-124;sittingdown
wallace;Man;31;1,71;83;28,4;-13;95;-122;-323;-305;-432;5;115;-81;-179;-91;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-12;95;-123;-298;-301;-410;7;118;-78;-168;-86;-139;sittingdown
wallace;Man;31;1,71;83;28,4;-9;96;-115;-304;-303;-411;8;118;-78;-165;-84;-139;sittingdown
wallace;Man;31;1,71;83;28,4;-14;91;-126;-306;-304;-411;8;119;-77;-164;-83;-138;sittingdown
wallace;Man;31;1,71;83;28,4;-26;96;-150;-339;-316;-484;-8;113;-73;-166;-101;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-11;79;-148;-320;-302;-432;-6;114;-74;-174;-98;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-11;93;-152;-277;-293;-395;-13;114;-77;-218;-81;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-18;100;-159;-277;-291;-392;-16;113;-83;-200;-70;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-18;94;-162;-276;-290;-392;-16;111;-84;-190;-65;-143;sittingdown
wallace;Man;31;1,71;83;28,4;-15;100;-143;-276;-290;-391;-16;113;-78;-197;-69;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-8;106;-121;-272;-277;-378;-15;112;-86;-167;-73;-131;sittingdown
wallace;Man;31;1,71;83;28,4;0;103;-116;-293;-288;-401;-11;114;-91;-140;-96;-124;sittingdown
wallace;Man;31;1,71;83;28,4;-17;79;-108;-301;-324;-439;-12;109;-88;-130;-104;-118;sittingdown
wallace;Man;31;1,71;83;28,4;-8;82;-97;-295;-295;-412;-7;111;-94;-142;-104;-132;sittingdown
wallace;Man;31;1,71;83;28,4;-25;88;-123;-367;-384;-481;-4;111;-84;-136;-114;-127;sittingdown
wallace;Man;31;1,71;83;28,4;-9;93;-118;-286;-296;-399;9;119;-81;-168;-84;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-12;91;-124;-288;-297;-401;9;119;-80;-170;-84;-142;sittingdown
wallace;Man;31;1,71;83;28,4;-12;81;-150;-295;-297;-406;-3;127;-75;-185;-107;-160;sittingdown
wallace;Man;31;1,71;83;28,4;-21;89;-170;-284;-295;-400;-6;118;-77;-200;-89;-148;sittingdown
wallace;Man;31;1,71;83;28,4;-19;92;-158;-277;-290;-392;-14;-11;-77;-201;-73;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-13;95;-140;-274;-287;-388;-21;103;-78;-190;-71;-132;sittingdown
wallace;Man;31;1,71;83;28,4;-9;99;-120;-274;-286;-387;-11;112;-79;-148;-80;-111;sittingdown
wallace;Man;31;1,71;83;28,4;-11;84;-106;-270;-285;-385;-11;111;-87;-148;-108;-119;sittingdown
wallace;Man;31;1,71;83;28,4;-18;76;-105;-276;-285;-386;1;117;-87;-137;-122;-112;sittingdown
wallace;Man;31;1,71;83;28,4;-13;84;-99;-273;-287;-388;-7;108;-82;-147;-124;-112;sittingdown
wallace;Man;31;1,71;83;28,4;-20;86;-121;-366;-380;-486;-8;111;-84;-145;-131;-118;sittingdown
wallace;Man;31;1,71;83;28,4;-12;82;-124;-368;-381;-482;5;115;-82;-176;-88;-150;sittingdown
wallace;Man;31;1,71;83;28,4;-10;94;-117;-293;-300;-404;3;116;-83;-177;-86;-148;sittingdown
wallace;Man;31;1,71;83;28,4;-17;90;-124;-293;-301;-404;9;117;-78;-170;-83;-142;sittingdown
wallace;Man;31;1,71;83;28,4;-16;75;-133;-282;-294;-398;6;116;-76;-176;-81;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-25;69;-147;-284;-296;-399;5;119;-77;-182;-98;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-10;80;-143;-279;-292;-394;-4;116;-80;-190;-111;-155;sittingdown
wallace;Man;31;1,71;83;28,4;-19;86;-152;-280;-294;-396;-7;117;-84;-200;-109;-160;sittingdown
wallace;Man;31;1,71;83;28,4;-31;108;-166;-308;-350;-487;-12;112;-74;-212;-92;-152;sittingdown
wallace;Man;31;1,71;83;28,4;-21;88;-168;-299;-310;-432;-20;-64;-91;-212;-79;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-16;102;-168;-302;-322;-440;-24;-50;-88;-219;-64;-146;sittingdown
wallace;Man;31;1,71;83;28,4;-20;87;-156;-305;-331;-444;-20;-33;-83;-213;-57;-144;sittingdown
wallace;Man;31;1,71;83;28,4;-11;98;-129;-294;-286;-397;-18;-62;-86;-182;-83;-134;sittingdown
wallace;Man;31;1,71;83;28,4;-16;80;-113;-300;-289;-393;-13;111;-87;-144;-94;-118;sittingdown
wallace;Man;31;1,71;83;28,4;-16;81;-105;-297;-285;-388;-10;109;-85;-135;-100;-116;sittingdown
wallace;Man;31;1,71;83;28,4;-15;76;-101;-295;-283;-387;-11;110;-84;-144;-115;-126;sittingdown
wallace;Man;31;1,71;83;28,4;-23;82;-129;-357;-361;-457;-25;96;-108;-154;-127;-139;sittingdown
wallace;Man;31;1,71;83;28,4;-17;90;-122;-293;-300;-403;6;115;-79;-171;-84;-143;sittingdown
wallace;Man;31;1,71;83;28,4;-8;101;-120;-289;-295;-398;6;116;-78;-172;-85;-143;sittingdown
wallace;Man;31;1,71;83;28,4;-18;89;-127;-296;-300;-404;8;118;-78;-172;-85;-143;sittingdown
wallace;Man;31;1,71;83;28,4;-16;67;-142;-304;-304;-419;-6;114;-71;-181;-110;-151;sittingdown
wallace;Man;31;1,71;83;28,4;-16;77;-148;-305;-310;-442;-12;115;-77;-188;-99;-155;sittingdown
wallace;Man;31;1,71;83;28,4;-14;81;-148;-305;-310;-447;-16;111;-79;-202;-81;-153;sittingdown
wallace;Man;31;1,71;83;28,4;-17;89;-161;-299;-290;-414;-19;-20;-86;-207;-77;-151;sittingdown
debora;Woman;46;1,62;75;28,6;-10;101;-100;2;81;-123;19;108;-96;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-6;104;-97;4;87;-121;21;108;-97;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-5;105;-98;6;91;-119;19;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-9;101;-100;2;82;-123;20;108;-97;-178;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-6;105;-99;5;87;-121;21;108;-97;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-4;107;-96;8;93;-119;19;108;-97;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-8;101;-100;3;83;-123;19;108;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-5;105;-97;6;87;-122;20;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-3;107;-94;9;93;-119;19;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-8;102;-98;4;83;-123;19;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-5;104;-95;6;88;-121;20;108;-96;-179;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-2;108;-93;10;93;-120;19;108;-96;-179;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-8;102;-97;4;84;-123;20;108;-96;-178;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-5;106;-95;7;91;-120;19;108;-97;-178;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-2;108;-95;9;91;-119;20;108;-96;-178;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-7;102;-98;4;84;-123;21;108;-95;-178;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;107;-96;8;93;-118;20;107;-98;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-3;108;-96;8;90;-120;20;108;-96;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-7;103;-98;4;85;-122;21;109;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-3;108;-96;8;93;-119;19;107;-97;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-4;106;-97;6;87;-121;21;109;-95;-177;-89;-157;standing
debora;Woman;46;1,62;75;28,6;-7;103;-99;5;86;-122;21;108;-96;-177;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-2;109;-95;8;92;-119;20;108;-97;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-6;104;-98;4;83;-122;21;108;-96;-177;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-7;104;-98;5;88;-121;21;108;-95;-176;-89;-159;standing
debora;Woman;46;1,62;75;28,6;-3;108;-96;8;91;-119;19;108;-97;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-6;103;-96;5;82;-123;21;108;-95;-177;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-6;104;-95;6;88;-121;21;108;-96;-177;-89;-159;standing
debora;Woman;46;1,62;75;28,6;-3;107;-91;8;89;-120;19;108;-97;-178;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-7;102;-94;3;80;-123;21;109;-96;-179;-92;-159;standing
debora;Woman;46;1,62;75;28,6;-6;104;-94;7;90;-119;21;108;-97;-178;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-4;106;-94;6;87;-121;20;108;-98;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-99;4;80;-124;21;108;-96;-178;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;107;-97;8;93;-119;21;108;-97;-178;-92;-159;standing
debora;Woman;46;1,62;75;28,6;-5;106;-98;4;84;-122;20;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-10;101;-98;3;81;-123;21;108;-96;-179;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-4;107;-95;7;94;-118;20;108;-97;-176;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-6;104;-98;3;82;-123;19;108;-97;-180;-89;-159;standing
debora;Woman;46;1,62;75;28,6;-9;103;-100;3;83;-121;20;108;-96;-174;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-3;109;-98;7;93;-117;19;108;-98;-178;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-8;102;-99;3;80;-125;20;108;-97;-179;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-8;102;-99;4;84;-122;20;108;-97;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-3;107;-96;8;91;-120;19;108;-97;-176;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-98;2;81;-122;19;108;-97;-175;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-8;102;-96;3;83;-122;19;108;-98;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;106;-94;7;90;-119;19;107;-96;-175;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-9;101;-95;3;81;-123;19;107;-97;-176;-91;-157;standing
debora;Woman;46;1,62;75;28,6;-7;102;-93;4;84;-121;19;108;-97;-176;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-5;105;-92;6;87;-120;19;108;-97;-176;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-8;102;-94;2;82;-122;20;108;-96;-176;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-8;103;-95;4;84;-122;19;108;-97;-176;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-6;104;-95;4;84;-122;19;108;-97;-176;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;102;-96;3;83;-123;20;108;-95;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-7;103;-96;5;85;-122;19;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-8;102;-97;3;81;-124;19;108;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-8;103;-97;3;83;-123;20;108;-96;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-6;104;-97;5;86;-122;19;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-9;101;-99;2;79;-125;19;108;-95;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-7;103;-98;4;84;-123;20;108;-95;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-2;108;-96;7;91;-120;19;108;-97;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-7;104;-101;4;81;-124;20;108;-95;-178;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-6;106;-99;7;92;-119;19;108;-96;-179;-91;-155;standing
debora;Woman;46;1,62;75;28,6;-3;108;-96;8;90;-120;18;108;-97;-177;-92;-158;standing
debora;Woman;46;1,62;75;28,6;-7;102;-97;3;80;-125;20;108;-95;-176;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-6;104;-94;7;90;-120;19;108;-95;-173;-89;-161;standing
debora;Woman;46;1,62;75;28,6;-3;106;-91;7;87;-122;19;108;-96;-175;-89;-161;standing
debora;Woman;46;1,62;75;28,6;-8;101;-93;2;80;-122;20;108;-96;-179;-89;-160;standing
debora;Woman;46;1,62;75;28,6;-4;106;-91;8;92;-118;19;108;-97;-180;-90;-161;standing
debora;Woman;46;1,62;75;28,6;-5;105;-92;8;83;-123;19;108;-97;-181;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-9;101;-95;6;81;-126;19;108;-96;-178;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-3;106;-92;13;92;-120;18;108;-96;-175;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-6;103;-94;7;81;-125;18;107;-97;-174;-92;-159;standing
debora;Woman;46;1,62;75;28,6;-9;102;-96;6;82;-124;20;108;-97;-177;-91;-157;standing
debora;Woman;46;1,62;75;28,6;-3;108;-93;11;91;-120;19;108;-98;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-95;2;79;-125;19;108;-97;-178;-89;-157;standing
debora;Woman;46;1,62;75;28,6;-10;102;-96;4;82;-123;20;108;-97;-182;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-6;107;-95;8;90;-120;19;108;-96;-178;-91;-157;standing
debora;Woman;46;1,62;75;28,6;-10;101;-96;3;80;-125;19;108;-96;-180;-90;-156;standing
debora;Woman;46;1,62;75;28,6;-8;103;-97;6;84;-124;19;108;-97;-174;-89;-157;standing
debora;Woman;46;1,62;75;28,6;-4;106;-95;9;89;-122;19;108;-97;-176;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-9;102;-100;4;81;-124;20;108;-97;-176;-92;-157;standing
debora;Woman;46;1,62;75;28,6;-8;103;-100;6;86;-123;18;108;-96;-181;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-6;105;-100;5;86;-124;18;108;-97;-177;-91;-160;standing
debora;Woman;46;1,62;75;28,6;-8;103;-100;5;86;-123;19;108;-96;-176;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-7;103;-100;5;88;-123;19;108;-97;-175;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-8;102;-101;4;85;-125;19;108;-97;-178;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-8;103;-101;5;87;-123;20;108;-95;-179;-88;-159;standing
debora;Woman;46;1,62;75;28,6;-6;103;-99;6;87;-122;19;108;-97;-176;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-8;103;-103;5;84;-126;19;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-8;104;-100;5;86;-123;20;108;-96;-178;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-7;105;-98;6;87;-123;19;108;-97;-179;-90;-160;standing
debora;Woman;46;1,62;75;28,6;-10;99;-101;4;84;-126;18;108;-96;-177;-90;-159;standing
